Trimestre,Ano,ValorDespesas
2025Q3,2025,11207764.96
2025Q3,2025,7704677.5
2025Q3,2025,7704677.5
2025Q3,2025,7704677.5
2025Q3,2025,7704677.5
2025Q3,2025,561710.13
2025Q3,2025,561710.13
2025Q3,2025,561710.13
2025Q3,2025,561710.13
2025Q3,2025,16061.93
2025Q3,2025,1133749.97
2025Q3,2025,1133749.97
2025Q3,2025,1133749.97
2025Q3,2025,1133749.97
2025Q3,2025,264256.03
2025Q3,2025,264256.03
2025Q3,2025,264256.03
2025Q3,2025,264256.03
2025Q3,2025,1543371.33
2025Q3,2025,1543371.33
2025Q3,2025,1543371.33
2025Q3,2025,1543371.33
2025Q3,2025,172118.48
2025Q3,2025,15613.09
2025Q3,2025,250605.02
2025Q3,2025,1105034.74
2025Q3,2025,523137.21
2025Q3,2025,291623.14
2025Q3,2025,367427.16
2025Q3,2025,4046601.06
2025Q3,2025,6542187.12
2025Q3,2025,6542187.12
2025Q3,2025,6542187.12
2025Q3,2025,6542187.12
2025Q3,2025,6542187.12
2025Q3,2025,23493.6
2025Q3,2025,6264795.72
2025Q3,2025,253897.8
2025Q3,2025,190192.32
2025Q3,2025,190192.32
2025Q3,2025,215005674.49
2025Q3,2025,165412888.14
2025Q3,2025,163693607.17
2025Q3,2025,115274112.02
2025Q3,2025,115274112.02
2025Q3,2025,115042652.84
2025Q3,2025,422119.73
2025Q3,2025,5517746.24
2025Q3,2025,7026675.93
2025Q3,2025,123994.56
2025Q3,2025,10509810.98
2025Q3,2025,1372440.34
2025Q3,2025,12760235.75
2025Q3,2025,12390732.03
2025Q3,2025,73994.09
2025Q3,2025,19702285.68
2025Q3,2025,1059288.34
2025Q3,2025,19865308.51
2025Q3,2025,18661603.84
2025Q3,2025,111884.4
2025Q3,2025,30807001.27
2025Q3,2025,231459.18
2025Q3,2025,256.2
2025Q3,2025,7228973.85
2025Q3,2025,10472133.92
2025Q3,2025,13290129.96
2025Q3,2025,42626.05
2025Q3,2025,42626.05
2025Q3,2025,42626.05
2025Q3,2025,2069.41
2025Q3,2025,40556.64
2025Q3,2025,2301591.97
2025Q3,2025,2301591.97
2025Q3,2025,2269288.56
2025Q3,2025,11847.0
2025Q3,2025,622555.32
2025Q3,2025,1062373.11
2025Q3,2025,94573.45
2025Q3,2025,798936.35
2025Q3,2025,32303.41
2025Q3,2025,360961.53
2025Q3,2025,111338.38
2025Q3,2025,420.0
2025Q3,2025,420.0
2025Q3,2025,420.0
2025Q3,2025,420.0
2025Q3,2025,420.0
2025Q3,2025,1560963.59
2025Q3,2025,1560963.59
2025Q3,2025,477962.59
2025Q3,2025,477962.59
2025Q3,2025,477962.59
2025Q3,2025,340309.08
2025Q3,2025,39165255.18
2025Q3,2025,27744924.06
2025Q3,2025,27450944.49
2025Q3,2025,14848719.77
2025Q3,2025,14848719.77
2025Q3,2025,14710092.28
2025Q3,2025,48408.81
2025Q3,2025,1084270.55
2025Q3,2025,156929.54
2025Q3,2025,6156.57
2025Q3,2025,939322.94
2025Q3,2025,87427.41
2025Q3,2025,3481327.84
2025Q3,2025,61082.04
2025Q3,2025,2894103.94
2025Q3,2025,273936.88
2025Q3,2025,2436303.36
2025Q3,2025,5425007.8
2025Q3,2025,2239760.02
2025Q3,2025,107429.52
2025Q3,2025,17428621.13
2025Q3,2025,535284.25
2025Q3,2025,1385460.52
2025Q3,2025,692000.0
2025Q3,2025,7538884.44
2025Q3,2025,804717.48
2025Q3,2025,2000604.28
2025Q3,2025,196906.77
2025Q3,2025,47320.32
2025Q3,2025,12849109.31
2025Q3,2025,210886.93
2025Q3,2025,468434.2
2025Q3,2025,14520840.97
2025Q3,2025,14726931.65
2025Q3,2025,132823861.57
2025Q3,2025,132823861.57
2025Q3,2025,107234798.97
2025Q3,2025,12779516.93
2025Q3,2025,23020425.13
2025Q3,2025,10339028.96
2025Q3,2025,124190.33
2025Q3,2025,60106775.85
2025Q3,2025,867299.05
2025Q3,2025,25589062.6
2025Q3,2025,25590725.89
2025Q3,2025,10777935.67
2025Q3,2025,10777935.67
2025Q3,2025,10777935.67
2025Q3,2025,626931.83
2025Q3,2025,4168328.2
2025Q3,2025,677380.97
2025Q3,2025,21146.84
2025Q3,2025,5417908.37
2025Q3,2025,108317.45
2025Q3,2025,108317.45
2025Q3,2025,108317.45
2025Q3,2025,15428.2
2025Q3,2025,82554.88
2025Q3,2025,2235.95
2025Q3,2025,181506.45
2025Q3,2025,82787.0
2025Q3,2025,105391.45
2025Q3,2025,105391.45
2025Q3,2025,105391.45
2025Q3,2025,65.4
2025Q3,2025,2200.61
2025Q3,2025,3065.41
2025Q3,2025,234.16
2025Q3,2025,8247.35
2025Q3,2025,13208.86
2025Q3,2025,384703.22
2025Q3,2025,319731.08
2025Q3,2025,78725.8
2025Q3,2025,626785.42
2025Q3,2025,258422.51
2025Q3,2025,2059.39
2025Q3,2025,258460.77
2025Q3,2025,20287277.34
2025Q3,2025,20287277.34
2025Q3,2025,20147759.79
2025Q3,2025,260240.02
2025Q3,2025,8033961.43
2025Q3,2025,3964174.87
2025Q3,2025,1582084.4
2025Q3,2025,7514434.14
2025Q3,2025,139517.55
2025Q3,2025,2748869.8
2025Q3,2025,24330003.12
2025Q3,2025,24330003.12
2025Q3,2025,24302715.06
2025Q3,2025,387458.47
2025Q3,2025,4474381.64
2025Q3,2025,4305844.66
2025Q3,2025,1245761.23
2025Q3,2025,9568467.48
2025Q3,2025,79706.2
2025Q3,2025,1841371.42
2025Q3,2025,1475419.88
2025Q3,2025,423446.04
2025Q3,2025,2747354.76
2025Q3,2025,27288.06
2025Q3,2025,13954.19
2025Q3,2025,13828.03
2025Q3,2025,418304.81
2025Q3,2025,418304.81
2025Q3,2025,418304.81
2025Q3,2025,101361.14
2025Q3,2025,47951.17
2025Q3,2025,268992.5
2025Q3,2025,172864.46
2025Q3,2025,172864.46
2025Q3,2025,172864.46
2025Q3,2025,28400.82
2025Q3,2025,7736.89
2025Q3,2025,22184.7
2025Q3,2025,114542.05
2025Q3,2025,974884.91
2025Q3,2025,974884.91
2025Q3,2025,974884.91
2025Q3,2025,974884.91
2025Q3,2025,974884.91
2025Q3,2025,885966.07
2025Q3,2025,88918.84
2025Q3,2025,459089.7
2025Q3,2025,459089.7
2025Q3,2025,459089.7
2025Q3,2025,378631.02
2025Q3,2025,5524417.95
2025Q3,2025,5524417.95
2025Q3,2025,5524417.95
2025Q3,2025,5524417.95
2025Q3,2025,3795483.59
2025Q3,2025,3795483.59
2025Q3,2025,3795483.59
2025Q3,2025,3795483.59
2025Q3,2025,3795483.59
2025Q3,2025,3795483.59
2025Q3,2025,244617.89
2025Q3,2025,3051.86
2025Q3,2025,3051.86
2025Q3,2025,3051.86
2025Q3,2025,3051.86
2025Q3,2025,31428.63
2025Q3,2025,31428.63
2025Q3,2025,31428.63
2025Q3,2025,31428.63
2025Q3,2025,31428.63
2025Q3,2025,174808.8
2025Q3,2025,174808.8
2025Q3,2025,174808.8
2025Q3,2025,174808.8
2025Q3,2025,171220.45
2025Q3,2025,35328.6
2025Q3,2025,35328.6
2025Q3,2025,35328.6
2025Q3,2025,35328.6
2025Q3,2025,35328.6
2025Q3,2025,69155352.29
2025Q3,2025,49719535.7
2025Q3,2025,8374098.34
2025Q3,2025,8374098.34
2025Q3,2025,8374098.34
2025Q3,2025,8178575.26
2025Q3,2025,4071766.98
2025Q3,2025,195523.08
2025Q3,2025,195523.08
2025Q3,2025,23794871.08
2025Q3,2025,23794871.08
2025Q3,2025,23794871.08
2025Q3,2025,23791578.24
2025Q3,2025,3292.84
2025Q3,2025,96832.01
2025Q3,2025,96832.01
2025Q3,2025,96832.01
2025Q3,2025,96832.01
2025Q3,2025,10944097.12
2025Q3,2025,10944097.12
2025Q3,2025,10944097.12
2025Q3,2025,10944097.12
2025Q3,2025,3167075.61
2025Q3,2025,3167075.61
2025Q3,2025,3167075.61
2025Q3,2025,3167075.61
2025Q3,2025,3167075.61
2025Q3,2025,571947.61
2025Q3,2025,571947.61
2025Q3,2025,571947.61
2025Q3,2025,571947.61
2025Q3,2025,2653652.0
2025Q3,2025,90998.73
2025Q3,2025,90998.73
2025Q3,2025,90998.73
2025Q3,2025,90998.73
2025Q3,2025,25963.2
2025Q3,2025,25963.2
2025Q3,2025,25963.2
2025Q3,2025,25963.2
2025Q3,2025,25963.2
2025Q3,2025,10635900.61
2025Q3,2025,1148.08
2025Q3,2025,2146097.05
2025Q3,2025,410897.1
2025Q3,2025,410897.1
2025Q3,2025,410897.1
2025Q3,2025,410897.1
2025Q3,2025,229034.86
2025Q3,2025,229034.86
2025Q3,2025,229034.86
2025Q3,2025,206785.83
2025Q3,2025,22249.03
2025Q3,2025,432771.79
2025Q3,2025,432771.79
2025Q3,2025,432771.79
2025Q3,2025,432771.79
2025Q3,2025,19596.06
2025Q3,2025,19596.06
2025Q3,2025,19596.06
2025Q3,2025,19596.06
2025Q3,2025,1053797.24
2025Q3,2025,1053797.24
2025Q3,2025,1053797.24
2025Q3,2025,1053797.24
2025Q3,2025,299928.59
2025Q3,2025,194746.33
2025Q3,2025,57308.27
2025Q3,2025,501814.05
2025Q3,2025,4505163.46
2025Q3,2025,228704.89
2025Q3,2025,587.65
2025Q3,2025,140111.86
2025Q3,2025,88005.38
2025Q3,2025,1604.67
2025Q3,2025,4.82
2025Q3,2025,962.03
2025Q3,2025,637.82
2025Q3,2025,4175094.43
2025Q3,2025,412798.3
2025Q3,2025,412700.65
2025Q3,2025,97.65
2025Q3,2025,883043.64
2025Q3,2025,883043.64
2025Q3,2025,867514.68
2025Q3,2025,867514.68
2025Q3,2025,867514.68
2025Q3,2025,15528.96
2025Q3,2025,15528.96
2025Q3,2025,15528.96
2025Q3,2025,2078216.18
2025Q3,2025,2078216.18
2025Q3,2025,2078216.18
2025Q3,2025,801036.31
2025Q3,2025,801036.31
2025Q3,2025,801036.31
2025Q3,2025,801036.31
2025Q3,2025,801036.31
2025Q3,2025,95139.79
2025Q3,2025,95139.79
2025Q3,2025,95139.79
2025Q3,2025,330989.44
2025Q3,2025,2390.0
2025Q3,2025,2390.0
2025Q3,2025,2390.0
2025Q3,2025,2390.0
2025Q3,2025,2390.0
2025Q3,2025,328599.44
2025Q3,2025,40921.83
2025Q3,2025,40921.83
2025Q3,2025,40921.83
2025Q3,2025,40921.83
2025Q3,2025,285838.25
2025Q3,2025,285838.25
2025Q3,2025,285838.25
2025Q3,2025,285838.25
2025Q3,2025,1839.36
2025Q3,2025,1839.36
2025Q3,2025,1839.36
2025Q3,2025,1839.36
2025Q3,2025,1839.36
2025Q3,2025,1418062.37
2025Q3,2025,112991.08
2025Q3,2025,308227299.77
2025Q3,2025,308227299.77
2025Q3,2025,307186725.04
2025Q3,2025,12440311.37
2025Q3,2025,82439775.53
2025Q3,2025,2988.29
2025Q3,2025,61022307.54
2025Q3,2025,516714.03
2025Q3,2025,154915782.45
2025Q3,2025,1040574.73
2025Q3,2025,6852344.63
2025Q3,2025,31542376.47
2025Q3,2025,129861378.59
2025Q3,2025,129861378.59
2025Q3,2025,129841852.6
2025Q3,2025,996167.03
2025Q3,2025,7404842.11
2025Q3,2025,5494707.78
2025Q3,2025,32676.16
2025Q3,2025,20927575.07
2025Q3,2025,3716308.24
2025Q3,2025,28581286.67
2025Q3,2025,20408558.48
2025Q3,2025,181673.43
2025Q3,2025,63481155.25
2025Q3,2025,19525.99
2025Q3,2025,1383112.06
2025Q3,2025,5254585.28
2025Q3,2025,27834669.98
2025Q3,2025,27834669.98
2025Q3,2025,27834669.98
2025Q3,2025,27834669.98
2025Q3,2025,50131611.92
2025Q3,2025,1381660706.93
2025Q3,2025,11488032.94
2025Q3,2025,41243337.17
2025Q3,2025,110967601.48
2025Q3,2025,3314768.16
2025Q3,2025,12011010.38
2025Q3,2025,725933.3
2025Q3,2025,725933.3
2025Q3,2025,725933.3
2025Q3,2025,725933.3
2025Q3,2025,725933.3
2025Q3,2025,725933.3
2025Q3,2025,25509689.7
2025Q3,2025,2166112.25
2025Q3,2025,2166112.25
2025Q3,2025,2166112.25
2025Q3,2025,2166112.25
2025Q3,2025,2166112.25
2025Q3,2025,2104552.1
2025Q3,2025,11865710.95
2025Q3,2025,11865710.95
2025Q3,2025,11865710.95
2025Q3,2025,11865710.95
2025Q3,2025,11865710.95
2025Q3,2025,11477866.5
2025Q3,2025,2226787.43
2025Q3,2025,2226787.43
2025Q3,2025,2226787.43
2025Q3,2025,2226787.43
2025Q3,2025,68802.93
2025Q3,2025,68802.93
2025Q3,2025,68802.93
2025Q3,2025,68802.93
2025Q3,2025,68802.93
2025Q3,2025,191900.68
2025Q3,2025,191900.68
2025Q3,2025,191900.68
2025Q3,2025,191900.68
2025Q3,2025,8990375.46
2025Q3,2025,8990375.46
2025Q3,2025,8990375.46
2025Q3,2025,8990375.46
2025Q3,2025,8990375.46
2025Q3,2025,1920403364.44
2025Q3,2025,630206305.63
2025Q3,2025,3906388.94
2025Q3,2025,3906388.94
2025Q3,2025,3906388.94
2025Q3,2025,3906388.94
2025Q3,2025,362390893.17
2025Q3,2025,362390893.17
2025Q3,2025,362390893.17
2025Q3,2025,362390893.17
2025Q3,2025,1414787.67
2025Q3,2025,3247851.29
2025Q3,2025,3247851.29
2025Q3,2025,3247851.29
2025Q3,2025,3247851.29
2025Q3,2025,4513.41
2025Q3,2025,125766864.57
2025Q3,2025,125766864.57
2025Q3,2025,125766864.57
2025Q3,2025,125766864.57
2025Q3,2025,43342429.05
2025Q3,2025,43342429.05
2025Q3,2025,43342429.05
2025Q3,2025,43342429.05
2025Q3,2025,43342429.05
2025Q3,2025,5383379.16
2025Q3,2025,5383379.16
2025Q3,2025,5383379.16
2025Q3,2025,5383379.16
2025Q3,2025,674639.07
2025Q3,2025,393807.71
2025Q3,2025,393807.71
2025Q3,2025,393807.71
2025Q3,2025,393807.71
2025Q3,2025,393807.71
2025Q3,2025,393807.71
2025Q3,2025,7880000.0
2025Q3,2025,5680000.0
2025Q3,2025,17785361.61
2025Q3,2025,4274610.7
2025Q3,2025,2649097.51
2025Q3,2025,15942537.09
2025Q3,2025,15942537.09
2025Q3,2025,15942537.09
2025Q3,2025,15942537.09
2025Q3,2025,4718360.68
2025Q3,2025,2010036.78
2025Q3,2025,1545459.91
2025Q3,2025,1162863.99
2025Q3,2025,1799590.38
2025Q3,2025,8140040.36
2025Q3,2025,6780046.11
2025Q3,2025,1359994.25
2025Q3,2025,782847.06
2025Q3,2025,2156896.59
2025Q3,2025,32125.26
2025Q3,2025,3910238.76
2025Q3,2025,126.53
2025Q3,2025,318567.92
2025Q3,2025,318567.92
2025Q3,2025,318567.92
2025Q3,2025,318567.92
2025Q3,2025,318567.92
2025Q3,2025,318567.92
2025Q3,2025,409467.38
2025Q3,2025,409467.38
2025Q3,2025,409467.38
2025Q3,2025,52322.0
2025Q3,2025,88162.25
2025Q3,2025,268983.13
2025Q3,2025,5853526.66
2025Q3,2025,1370863.58
2025Q3,2025,703132.22
2025Q3,2025,703132.22
2025Q3,2025,703132.22
2025Q3,2025,703132.22
2025Q3,2025,27034.68
2025Q3,2025,267328.53
2025Q3,2025,405362.01
2025Q3,2025,667731.36
2025Q3,2025,667731.36
2025Q3,2025,1046291.18
2025Q3,2025,993233.38
2025Q3,2025,993233.38
2025Q3,2025,993233.38
2025Q3,2025,1027080.53
2025Q3,2025,53057.8
2025Q3,2025,53057.8
2025Q3,2025,53057.8
2025Q3,2025,54391.73
2025Q3,2025,278.52
2025Q3,2025,278.52
2025Q3,2025,278.52
2025Q3,2025,278.52
2025Q3,2025,278.52
2025Q3,2025,7560.62
2025Q3,2025,438149.65
2025Q3,2025,74377.95
2025Q3,2025,18447637.27
2025Q3,2025,18447637.27
2025Q3,2025,18231943.91
2025Q3,2025,18231943.91
2025Q3,2025,24106.27
2025Q3,2025,24106.27
2025Q3,2025,695125.77
2025Q3,2025,12599502.8
2025Q3,2025,12494044.79
2025Q3,2025,105458.01
2025Q3,2025,215693.36
2025Q3,2025,215693.36
2025Q3,2025,215693.36
2025Q3,2025,892002.37
2025Q3,2025,892002.37
2025Q3,2025,892002.37
2025Q3,2025,892002.37
2025Q3,2025,892002.37
2025Q3,2025,11667532.77
2025Q3,2025,11667532.77
2025Q3,2025,11667532.77
2025Q3,2025,11667532.77
2025Q3,2025,11667532.77
2025Q3,2025,4438864.84
2025Q3,2025,333670.17
2025Q3,2025,333670.17
2025Q3,2025,333670.17
2025Q3,2025,333670.17
2025Q3,2025,1137409.19
2025Q3,2025,1137409.19
2025Q3,2025,1137409.19
2025Q3,2025,1137409.19
2025Q3,2025,1137409.19
2025Q3,2025,2967785.48
2025Q3,2025,2967785.48
2025Q3,2025,2967785.48
2025Q3,2025,2967785.48
2025Q3,2025,2459032.84
2025Q3,2025,508752.64
2025Q3,2025,71659814.39
2025Q3,2025,32820301.8
2025Q3,2025,1770154.7
2025Q3,2025,1770154.7
2025Q3,2025,1770154.7
2025Q3,2025,1770154.7
2025Q3,2025,16500.2
2025Q3,2025,16681505.69
2025Q3,2025,16681505.69
2025Q3,2025,16681505.69
2025Q3,2025,16681505.69
2025Q3,2025,30352.07
2025Q3,2025,767657.83
2025Q3,2025,767657.83
2025Q3,2025,767657.83
2025Q3,2025,767657.83
2025Q3,2025,357643.11
2025Q3,2025,19721.35
2025Q3,2025,6861339.7
2025Q3,2025,6861339.7
2025Q3,2025,6861339.7
2025Q3,2025,6861339.7
2025Q3,2025,2762786.19
2025Q3,2025,2762786.19
2025Q3,2025,2762786.19
2025Q3,2025,2762786.19
2025Q3,2025,2762786.19
2025Q3,2025,86769.07
2025Q3,2025,86769.07
2025Q3,2025,86769.07
2025Q3,2025,86769.07
2025Q3,2025,2978015.45
2025Q3,2025,98644.7
2025Q3,2025,98644.7
2025Q3,2025,98644.7
2025Q3,2025,98644.7
2025Q3,2025,813428.47
2025Q3,2025,813428.47
2025Q3,2025,813428.47
2025Q3,2025,803125.65
2025Q3,2025,803125.65
2025Q3,2025,10302.82
2025Q3,2025,10302.82
2025Q3,2025,22070522.51
2025Q3,2025,3942664.4
2025Q3,2025,3730083.82
2025Q3,2025,512469.84
2025Q3,2025,512469.84
2025Q3,2025,512469.84
2025Q3,2025,512469.84
2025Q3,2025,9630.96
2025Q3,2025,96047.89
2025Q3,2025,96047.89
2025Q3,2025,96047.89
2025Q3,2025,71764.9
2025Q3,2025,24282.99
2025Q3,2025,1124973.46
2025Q3,2025,1124973.46
2025Q3,2025,1124973.46
2025Q3,2025,1124973.46
2025Q3,2025,109568.1
2025Q3,2025,109568.1
2025Q3,2025,109568.1
2025Q3,2025,109568.1
2025Q3,2025,1887024.53
2025Q3,2025,1887024.53
2025Q3,2025,1887024.53
2025Q3,2025,1887024.53
2025Q3,2025,477364.17
2025Q3,2025,52959.06
2025Q3,2025,1953.76
2025Q3,2025,5562.5
2025Q3,2025,37700.81
2025Q3,2025,7532.04
2025Q3,2025,1542066.98
2025Q3,2025,65117.66
2025Q3,2025,185616.18
2025Q3,2025,1040980.19
2025Q3,2025,243430.9
2025Q3,2025,6126.87
2025Q3,2025,6493.74
2025Q3,2025,174940.49
2025Q3,2025,188044.62
2025Q3,2025,153565.59
2025Q3,2025,75950.43
2025Q3,2025,75950.43
2025Q3,2025,75950.43
2025Q3,2025,2645.68
2025Q3,2025,2645.68
2025Q3,2025,88109.9
2025Q3,2025,88109.9
2025Q3,2025,11826.61
2025Q3,2025,11826.61
2025Q3,2025,11826.61
2025Q3,2025,407.29
2025Q3,2025,407.29
2025Q3,2025,11419.32
2025Q3,2025,11419.32
2025Q3,2025,65788.55
2025Q3,2025,65788.55
2025Q3,2025,65788.55
2025Q3,2025,65788.55
2025Q3,2025,65788.55
2025Q3,2025,626784.76
2025Q3,2025,588251.6
2025Q3,2025,588251.6
2025Q3,2025,588251.6
2025Q3,2025,588251.6
2025Q3,2025,17290.35
2025Q3,2025,570961.25
2025Q3,2025,29381.91
2025Q3,2025,29381.91
2025Q3,2025,29381.91
2025Q3,2025,29381.91
2025Q3,2025,29381.91
2025Q3,2025,9151.25
2025Q3,2025,8551.87
2025Q3,2025,8551.87
2025Q3,2025,8551.87
2025Q3,2025,8551.87
2025Q3,2025,8551.87
2025Q3,2025,599.38
2025Q3,2025,599.38
2025Q3,2025,599.38
2025Q3,2025,599.38
2025Q3,2025,4433354.84
2025Q3,2025,2247136.64
2025Q3,2025,465116.0
2025Q3,2025,465116.0
2025Q3,2025,465116.0
2025Q3,2025,13591.55
2025Q3,2025,451524.45
2025Q3,2025,1085861.53
2025Q3,2025,1085861.53
2025Q3,2025,1085861.53
2025Q3,2025,31769.49
2025Q3,2025,986.87
2025Q3,2025,1054092.04
2025Q3,2025,1277236.11
2025Q3,2025,1277236.11
2025Q3,2025,1277236.11
2025Q3,2025,1277236.11
2025Q3,2025,65644.62
2025Q3,2025,14814241.93
2025Q3,2025,14814241.93
2025Q3,2025,14814241.93
2025Q3,2025,11993974.33
2025Q3,2025,92381468.14
2025Q3,2025,6514150.19
2025Q3,2025,101588841.33
2025Q3,2025,8350269.51
2025Q3,2025,25839369.49
2025Q3,2025,29343.0
2025Q3,2025,1453074.11
